1.124586,1.491173
2.982154,0.275734
-0.367243,0.068235
1.216709,-0.804729
3.077832,0.307613
1.165453,1.627965
0.737648,1.055470
0.838988,1.355942
1.452510,-0.056967
-0.570093,-0.355338
2.530460,0.999303
-0.665868,-0.196121
0.710813,0.241071
0.599696,0.490842
1.756905,0.074770
0.948428,1.313416
0.686576,0.635707
0.169045,0.559267
-0.645616,0.161937
1.772816,0.110923
1.004103,1.808166
1.817261,2.176210
1.521861,-1.118359
1.290093,-0.202066
2.563616,1.242761
0.835404,1.812803
0.468426,0.625330
-0.419195,0.299635
0.735383,0.605209
0.782550,1.353771
1.970467,-0.003252
1.172105,1.246989
2.433691,1.223353
0.695042,0.232301
-0.061539,0.051762
2.993110,0.507699
1.988810,1.985430
0.592161,0.457385
1.350346,-0.168634
1.011141,-1.159968
1.931247,-0.103207
2.693758,-0.016679
0.531721,-0.702025
3.235707,0.177287
0.577723,0.635118
2.353569,1.775976
0.416551,0.465938
1.427520,0.005961
1.428862,1.714585
-0.478780,0.141369
2.677142,-0.066924
-0.632290,0.061571
0.974434,-1.246335
1.152169,1.629305
2.203837,0.676874
0.554224,-1.113267
2.550273,0.904051
0.609548,0.581776
1.197035,-0.799205
0.904214,-1.113876
-0.452592,0.113807
-0.281499,-0.024041
2.514409,1.922459
2.841594,1.038349
1.554287,0.215875
2.785861,1.239911
1.465351,0.008369
1.612219,-0.180406
2.774453,1.270605
2.307744,0.774772
0.808223,1.104468
0.631630,-0.850569
1.417017,-0.335954
2.113055,2.207774
1.404137,0.049908
1.353192,-0.190725
2.496578,1.104073
0.633561,1.683171
0.245876,0.330525
2.104492,1.885766
1.397412,0.080910
1.320331,-0.194039
1.784982,1.743702
0.671954,1.585754
1.049715,1.782946
1.114227,0.090860
1.969230,1.756834
1.337422,0.294788
0.617103,0.358686
1.731963,0.298304
2.795004,-0.289961
0.562529,0.345545
2.794966,-0.348621
-0.381529,-0.245980
0.630208,0.601540
2.092618,0.812665
1.550372,1.355604
2.669530,0.181334
2.043313,1.877532
1.888615,-0.930106
1.142346,1.721626
1.883817,1.791293
3.111789,0.003699
1.842611,1.814381
2.747956,0.951801
0.679501,-1.164908
1.734261,-0.244655
-0.989403,-0.470525
2.764974,0.149833
2.565758,1.099574
0.965712,1.543553
1.936222,1.952357
2.178191,1.587412
2.212071,1.723803
1.232809,-1.083260
2.721993,-0.643741
-0.315919,0.444347
1.049322,-0.023814
3.161220,-0.148479
1.534023,2.372998
0.994541,-0.987860
3.229417,0.017077
-0.753437,-0.089160
0.724658,0.351954
1.218241,-1.332869
-0.905868,0.530931
2.202934,2.066058
2.679959,-0.049467
1.332447,-0.755477
-0.007508,-0.238107
2.503964,1.994518
1.592859,0.137377
-0.515010,-0.053714
2.424026,0.944407
0.832960,1.448995
3.320953,0.286723
-0.453434,-0.472165
2.122531,1.836979
2.137401,1.902707
2.128043,0.861485
2.249659,1.021679
0.462230,1.605293
2.124909,1.202505
-0.207846,-0.045268
2.542512,0.884878
0.834083,1.577203
0.975289,1.896642
0.492046,0.594528
2.892891,0.635258
-0.450158,-0.025367
2.555048,1.773086
1.837554,1.832394
-0.494657,-0.057452
2.144594,2.291753
2.027156,2.089582
0.646983,-1.425451
-0.394702,0.090554
1.918278,0.236148
1.095555,1.504736
2.534670,1.063335
2.041092,1.987027
-0.119740,-0.329946
-0.191925,0.110790
2.958814,0.052573
0.934336,1.557380
2.042476,2.184754
-0.425500,0.173848
0.415409,0.369210
2.059286,-0.120617
2.286559,1.636868
1.056680,1.607979
2.611497,1.024231
0.199604,0.586629
2.931731,0.858006
2.906717,-0.283095
1.044243,1.528940
2.601183,0.858654
-0.713277,0.373096
-0.443859,-0.018090
2.608932,0.609959
1.805368,2.080098
0.056749,0.744309
2.754477,1.334231
2.060614,1.515347
0.267042,0.437517
1.149785,-0.151423
1.208743,-1.120311
2.463038,1.184448
3.080873,0.233635
-0.602741,0.010988
0.949440,1.532586
1.554399,0.051854
1.127736,1.908041
2.364541,0.776763
0.921051,-0.939404
2.679702,1.211421
0.288328,0.182844
-0.047113,0.582786
1.979323,1.650201
1.900944,0.260389
0.438537,0.474302
0.923284,-1.287582
1.464590,1.567018
1.062582,1.299335
0.952856,-1.060600
2.130389,-0.068192
-0.341351,0.106504
2.260087,1.908814
-0.392982,-0.110733
1.300653,1.612657
1.912847,1.973893
0.774670,1.516833
0.706988,0.611527
-0.283626,0.196017
0.410970,0.983032
1.411942,-1.158270
1.682394,-0.161607
0.704317,1.825848
-0.620741,-0.150472
1.043713,-1.007949
3.244857,1.233839
0.768218,0.157475
0.672099,0.461987
1.887348,1.898140
2.257527,2.076016
1.363191,1.790982
2.487675,0.992748
1.605020,1.205113
2.900539,0.632465
0.759875,1.450273
0.977831,0.287553
1.620996,-1.377097
2.747971,0.730181
0.796319,-1.115922
0.866790,1.250688
0.519368,0.479980
3.294533,-0.345947
1.105332,1.631831
0.297319,0.075744
0.699335,1.506837
1.351103,0.237192
1.799078,-0.048477
2.984185,0.354075
0.864827,-0.076039
-0.245313,-0.189962
1.779683,2.147932
0.969417,-0.661089
2.574630,1.167495
0.919409,1.489536
-0.327530,0.555250
2.991172,-0.005087
1.232446,1.739847
1.312452,-0.604693
2.118559,1.753320
3.076385,0.068745
2.221473,0.894942
3.048592,-0.132409
0.459198,0.220185
0.945758,1.406812
1.920791,1.955107
2.160622,1.119742
-0.437869,-0.061737
-0.462902,0.044869
1.521175,-0.369385
1.237147,-0.995906
1.615943,-0.185377
-0.645097,0.045716
-0.416609,-0.016699
-0.294199,-0.251502
1.759839,2.119053
1.301975,1.426557
1.991212,1.824928
2.913010,1.115794
2.059176,1.006927
-0.352694,0.399131
-0.808086,-0.098557
3.048341,-0.434759
1.470178,-1.221269
-0.310355,0.029753
1.895473,1.861316
1.084151,-0.114061
0.351303,-1.001347
0.920693,-1.137947
-0.576687,-0.245744
2.259874,1.858577
1.413685,1.447891
2.957202,0.069685
2.485877,1.113077
0.585054,0.842995
0.919037,1.560714
1.642557,-0.457624
1.314039,0.206758
0.893917,0.545990
-0.465353,0.194700
0.738591,1.560916
0.445085,0.603634
1.634967,-0.817750
1.952284,1.738865
-0.593400,0.079689
-0.367333,-0.091956
1.412026,1.440231
2.276004,1.939379
1.514223,-0.951826
1.303907,-0.241385
2.952505,-0.127212
2.780184,0.435778
2.739383,1.201706
0.329004,0.741393
0.664690,-1.051182
2.163823,1.934303
2.597053,1.165861
-0.584405,-0.047382
0.098392,0.121872
1.092511,-1.024123
1.994666,2.327400
-0.614458,-0.187212
0.625442,0.707406
2.709335,0.220626
0.503182,0.546834
2.119270,1.818172
2.628263,-0.092157
1.313147,-0.239549
0.735114,-0.904267
0.669763,1.616638
3.359993,0.995849
2.980544,1.112808
1.457075,0.092702
-0.254041,-0.046739
0.930126,0.153727
1.314987,1.282991
3.228572,0.379007
1.507927,-0.187080
1.635299,0.049475
1.307383,-0.935806
-0.485851,0.041889
3.128106,-0.144264
2.148021,1.932118
2.300703,2.232929
2.500963,0.637891
0.839235,-0.547265
1.428256,-0.042228
2.601182,1.129649
2.205154,2.023719
0.950340,-0.982703
1.720196,-0.136498
1.258762,-0.921655
1.833096,1.989038
1.617646,0.095989
2.058386,1.926142
3.455652,0.156257
0.834213,1.182816
1.566203,2.376255
1.792179,-0.022477
-0.719155,-0.124128
1.371759,-0.224922
2.209835,2.079196
1.331431,1.607173
1.970330,1.035260
1.996176,1.966068
0.848271,-1.007454
2.124090,0.942255
3.097120,0.214484
0.590870,0.501200
2.912364,0.798787
3.416715,-0.370866
2.427028,1.343569
0.683361,-1.190296
0.627409,0.604791
2.446230,1.048362
2.129385,1.327253
3.112792,-0.283292
2.101252,2.057829
1.383687,0.037151
1.180284,1.764235
1.925496,1.820982
1.519074,1.997763
0.913932,1.376369
-0.325432,0.164291
1.976790,2.314934
0.389015,-0.922260
0.855145,1.408404
-0.699363,0.089367
3.128636,-0.355559
1.305470,-0.241403
2.492703,0.910017
2.142912,2.015624
2.587870,0.961689
1.592444,0.372404
0.726755,1.676980
2.282931,1.923887
1.364524,-0.117845
2.318181,1.199027
1.035007,1.580051
0.111442,0.809372
-0.134658,-0.127526
-0.635220,-0.011312
1.120622,1.860361
0.996525,-1.077738
0.630453,0.602765
-0.429003,-0.136320
1.427531,-0.111213
2.811436,1.376252
1.133296,1.408538
1.181473,2.145810
2.724489,0.086597
1.889216,1.521990
2.364072,1.077801
-0.843548,-0.192096
1.573579,-1.124757
2.089934,0.603517
0.730510,-0.990078
2.182630,0.741459
2.739100,1.112183
0.848195,-1.298334
1.027701,1.735029
2.383977,1.415488
2.410192,1.213341
1.220009,-0.145257
0.727036,1.912137
1.937891,2.190954
1.493349,-1.052224
0.492691,0.525967
1.075285,-1.081708
1.697415,1.973864
1.380487,1.564477
1.672555,-0.033453
1.332910,-0.286799
1.127404,0.163851
-0.563827,0.090332
1.757213,2.163211
0.861548,1.633852
0.567959,-0.690520
1.754927,2.142168
1.330081,1.190661
2.859300,1.189779
0.892349,1.221683
3.626928,0.181125
0.716791,-1.412221
2.882428,0.145680
